preferredLabel,cluster_group,cluster_subgroup0,cluster_subgroup1,cluster_subgroup2,cluster_subgroup0_name,cluster_subgroup1_name,cluster_subgroup2_name,node,description
CAD for garment manufacturing,12-0-11,12,0,11,footwear | leather | textile | good | manufacturing,textile | manufacturing | apparel | wearing | technology,manufacturing | apparel | wearing | textile | garment,CAD for garment manufacturing,Softwares of computer aided design for garment manufacturing which allow create 2 or 3 dimensional drawings.
work in a construction team,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,work in a construction team,"Work as part of a team in a construction project. Communicate efficiently, sharing information with team members and reporting to supervisors. Follow instructions and adapt to changes in a flexible manner."
use measurement instruments,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,use measurement instruments,"Use different measurement instruments depending on the property to be measured. Utilise various instruments to measure length, area, volume, speed, energy, force, and others."
analyse the need for technical resources,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,analyse the need for technical resources,Define and make a list of the required resources and equipment based on the technical needs of the production.
communicate problems to senior colleagues,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,communicate problems to senior colleagues,Communicate and give feedback to senior colleagues in the event of problems or non-conformities.
coordinate communication within a team,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,coordinate communication within a team,Collect contact info for all team members and decide on modes of communication.
ensure finished product meet requirements,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,ensure finished product meet requirements,Ensure that finished products meet or exceed company specifications.
oversee production requirements,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,oversee production requirements,Oversee production processes and prepare all the resources needed to maintain an efficient and continuous flow of production.
report on production results,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,report on production results,"Report on production to the hierarchy. Mention a specified set of parameters, such as amount produced and timing, and any issues or unexpected occurrences."
apply proofing membranes,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,apply proofing membranes,Apply specialised membranes to prevent penetration of a structure by dampness or water. Securely seal any perforation to preserve the damp-proof or waterproof properties of the membrane. Make sure any membranes overlap top over bottom to prevent water from seeping in. Check the compatibility of multiple membranes used together.
transport construction supplies,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,transport construction supplies,"Bring construction materials, tools and equipment to the construction site and store them properly taking various aspects into account such as the workers' safety and protection from deterioration."
building codes,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,building codes,The set of guidelines that determine the minimum standards for buildings and other constructions in order to protect public health and safety.
secure working area,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,secure working area,"Secure the operation site fixing boundaries, restricting access, placing signs and taking other measures in order to guarantee public and staff safety."
provide department schedule for staff,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,provide department schedule for staff,"Lead staff members through breaks and lunches, schedule work adhere to labour hours allocated to the department."
coordinate construction activities,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,coordinate construction activities,Coordinate the activities of several construction workers or crews to make sure they do not interfere with each other and to ensure that the works are done in a timely manner. Keep up to date on the progress of the teams and update the schedule if called for.
plan resource allocation,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,plan resource allocation,"Plan future needs of various resources such as time, money and specific process resources."
react to events in time-critical environments,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,react to events in time-critical environments,Monitor the situation around you and anticipate. Be ready to take quick and appropriate action in case of unexpected events.
manage resources,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,manage resources,"Manage personnel, machinery and equipment in order to optimise production results, in accordance with the policies and plans of the company."
drive mobile heavy construction equipment,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,drive mobile heavy construction equipment,"Drive movable heavy equipment used in construction. Load the equipment onto low loaders, or unload it. Judiciously drive equipment on public roads when required."
inspect construction sites,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,inspect construction sites,Ensure health and safety during the construction project by inspecting the construction site regularly. Identify risks of putting people in danger or of damaging construction equipment.
keep heavy construction equipment in good condition,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,keep heavy construction equipment in good condition,"Inspect heavy equipment for construction projects before each use. Maintain the machine in good working order, taking care of small repairs and alerting the responsible person in case of serious defects."
mechanical systems,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,mechanical systems,"Mechanical systems, including gears, engines, hydraulic and pneumatic systems. Their functions and likely defects."
mechanical tools,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,mechanical tools,"Understand machines and tools, including their designs, uses, repair, and maintenance."
operate GPS systems,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,operate GPS systems,Use GPS Systems.
prevent damage to utility infrastructure,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,prevent damage to utility infrastructure,Consult utility companies or plans on the location of any utility infrastructure that may interfere with a project or be damaged by it. Take the necessary steps to avoid damage.
recognise the hazards of dangerous goods,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,recognise the hazards of dangerous goods,"Be aware of the threats posed by potentially dangerous goods such as polluting, toxic, corrosive, or explosive materials."
meet productivity targets,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,meet productivity targets,"Devise methods to determine improvement in productivity, adjusting the goals to be reached and the necessary time and resources."
excavation techniques,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,excavation techniques,"The methods to remove rock and soil, used in an excavation site and the associated risks."
guide operation of heavy construction equipment,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,guide operation of heavy construction equipment,"Guide a colleague in operating a piece of heavy construction equipment. Follow the operation closely and understand when feedback is called for. Use communication techniques like voice, two-way radio, agreed-upon gestures and whistles to signal the appropriate information to the operator."
install construction profiles,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,install construction profiles,Install a variety of metal or plastic profiles used to attach materials to each other or to structural elements. Cut them to size if called for.
recognise signs of corrosion,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,recognise signs of corrosion,"Recognise the symptoms of metal showing oxidation reactions with the environment resulting in rusting, copper pitting, stress cracking, and others, and estimate the rate of corrosion."
secure heavy construction equipment,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,secure heavy construction equipment,"Secure heavy equipment such as tower cranes or concrete pumps before, during, and after use to prevent damage to the machines, workforce or construction site. Take precautionary steps such as retracting the robotic arm of concrete pumps or bringing the hook block back to the jib."
snap chalk line,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,snap chalk line,"Stretch a line covered in fine, non-staining chalk between two points and snap it against a surface to produce a straight line."
types of piping,4-15-15,4,15,15,construction | equipment | work | design | artistic,construction | equipment | work | design | artistic,construction | equipment | work | supply | plan,types of piping,"A variety of types of piping and piping materials. PVC, CPVC, PEX, copper, and the advantages, usage cases, risks, and costs of each."
abide by business ethical code of conducts,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,abide by business ethical code of conducts,Conform and follow the ethical code of conducts promoted by companies and businesses at large. Ensure that operations and activities do comply with the code of conduct and ethical operations the supply chain throughout.
apply conflict management,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,apply conflict management,"Take ownership of the handling of all complaints and disputes showing empathy and understanding to achieve resolution. To be fully aware of all Social Responsibility protocols and procedures, and to be able to deal with a problem gambling situation in a professional manner with maturity and empathy."
build rapport with people from different cultural backgrounds,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,build rapport with people from different cultural backgrounds,"Understand and create a link with people from different cultures, countries, and ideologies without judgements or preconceptions."
comprehend financial business terminology,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,comprehend financial business terminology,Grasp the meaning of basic financial concepts and terms used in businesses and financial institutions or organisations.
conduct performance measurement,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,conduct performance measurement,"Gather, assess and interpret data concerning the performance of a system, component, group of people or organisation."
control trade commercial documentation,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,control trade commercial documentation,"Monitor written records containing information related to commercial transactions such as invoice, letter of credit, order, shipping, certificate of origin."
create solutions to problems,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,create solutions to problems,"Solve problems which arise in planning, prioritising, organising, directing/facilitating action and evaluating performance. Use systematic processes of collecting, analysing, and synthesising information to evaluate current practice and generate new understandings about practice."
direct distribution operations,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,direct distribution operations,Direct distribution and logistics operations ensuring maximum accuracy and productivity.
embargo regulations,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,embargo regulations,"The national, international and foreign sanctions and embargo regulations, e.g. Council Regulation (EU) No 961/2010."
ensure customs compliance,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,ensure customs compliance,"implement and monitor compliance with import and export requirements in order to avoid customs claims, supply chain interruption, increased overall costs."
export control principles,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,export control principles,The restrictions a country imposes on its exported products and goods.
export regulations of dual-use goods,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,export regulations of dual-use goods,Field of information distinguishing national and international regulations concerning the export of dual-use goods.
food hygiene rules,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,food hygiene rules,"The set of national and international regulations for hygiene of foodstuffs and food safety, e.g. regulation (EC) 852/2004."
general principles of food law,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,general principles of food law,The national and international legal rules and requirements applied in the food industry.
have computer literacy,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,have computer literacy,"Utilise computers, IT equipment and modern day technology in an efficient way."
import export regulations of dangerous chemicals,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,import export regulations of dangerous chemicals,The international and national legal rules for exporting and importing dangerous chemicals.
international commercial transactions rules,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,international commercial transactions rules,"Pre-defined commercial terms used in international commercial transactions which stipulate clear tasks, costs and risks associated with the delivery of goods and services."
international import export regulations,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,international import export regulations,"Know the principles that govern the import and export of products and equipment, trade restrictions, health and safety measures, licenses, etc."
maintain financial records,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,maintain financial records,Keep track of and finalise all formal documents representing the financial transactions of a business or project.
manage processes,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,manage processes,"Manage processes by defining, measuring, controlling and improving processes with the goal to meet customer requirements profitably."
managing a business with great care,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,managing a business with great care,"Detailed and thorough treatment of transactions, compliance with regulations and supervision of employees, safeguarding a smooth running of daily operations."
meet deadlines,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,meet deadlines,Ensure operative processes are finished at a previously agreed-upon time.
monitor international market performance,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,monitor international market performance,Continuously monitor the international market performance by staying up-to-date with trade media and trends.
perform financial risk management in international trade,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,perform financial risk management in international trade,"Evaluate and manage the possibility of financial loss and non-payment following international transactions, in the context of foreign exchange market; apply instruments like letters of credit."
produce sales reports,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,produce sales reports,"Maintain records of calls made and products sold over a given time frame, including data regarding sales volumes, number of new accounts contacted and the costs involved."
protective measures against the introduction of organisms,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,protective measures against the introduction of organisms,"The national and international protective measures against the introduction of organisms, e.g. Council Directive 2000/29/EC, on protective measures against the introduction into the Community of organisms harmful to plants or plant products and against their spread within the Community."
regulations on substances,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,regulations on substances,"The national and international regulations on the classification, labelling and packaging of substances and mixtures, e.g. regulation (EC) No 1272/2008."
set import export strategies,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,set import export strategies,"Develop and plan the strategies for import and export, according to the size of the company, the nature of its products, expertise and business conditions on the international markets."
speak different languages,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,speak different languages,Master foreign languages to be able to communicate in one or more foreign languages.
communicate with shipment forwarders,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,communicate with shipment forwarders,"Maintain a good flow of communication with shipper and freight forwarders, who ensure a correct delivery and distribution of goods."
handle carriers,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,handle carriers,"Organise the transportation system through which a product is conveyed to its buyer, through which a product is sourced from a supplier, including customs."
plan transport operations,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,plan transport operations,"Plan mobility and transport for different departments, in order to obtain the best possible movement of equipment and materials. Negotiate the best possible delivery rates; compare different bids and select the most reliable and cost-effective bid."
administer multi-modal logistics,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,administer multi-modal logistics,Manage the flow of products through multi-modal transportation.
apply export strategies,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,apply export strategies,"Follow and implement strategies according to the size of the company and possible advantages towards the international market. Set goals to export products or commodities to the market, in order to minimize risks for potential buyers."
apply import strategies,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,apply import strategies,"Follow and implement strategies for importing according to the size of the company, the nature of its products, the available expertise, and business conditions on the international markets. These strategies include procedural and strategic issues and involve the use of customs agencies or brokers."
create import-export commercial documentation,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,create import-export commercial documentation,"Organise the completion of official documents such as letters of credit, shipping orders, and certificates of origin."
file claims with insurance companies,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,file claims with insurance companies,File a factual request to an insurance company in case a problem occurs which is covered under an insurance policy.
handle quotes from prospective shippers,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,handle quotes from prospective shippers,Evaluate the quotes fares and services offered from prospective transporters on the market.
monitor merchandise delivery,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,monitor merchandise delivery,Follow up logistical organisation of products; ensure that products have been transported in a correct and timely fashion.
animal health rules of distribution of products of animal origin,5-13-63,5,13,63,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,export | regulation | import | international | business,animal health rules of distribution of products of animal origin,"Types of national and international animal health rules governing the distribution and introduction of products of animal origin for human consumption, e.g. Directive 2002/99/EC."
perform multiple tasks at the same time,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,perform multiple tasks at the same time,"Execute multiple tasks at the same time, being aware of key priorities."
carry out inventory control accuracy,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,carry out inventory control accuracy,Implement control procedures and documentation related to inventory transactions.
carry out statistical forecasts,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,carry out statistical forecasts,"Undertake a systematic statistical examination of data representing past observed behaviour of the system to be forecast, including observations of useful predictors outside the system."
develop financial statistics reports,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,develop financial statistics reports,Create financial and statistical reports based on collected data which are to be presented to managing bodies of an organisation.
ensure regulatory compliance concerning distribution activities,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,ensure regulatory compliance concerning distribution activities,"Meet the rules, policies and laws that govern transportation and distribution activities."
forecast distribution activities,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,forecast distribution activities,Interpret data in order to identify future trends and actions in distribution.
freight transport methods,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,freight transport methods,"Understand different modalities of transport such as air, sea, or intermodal freight transport. Specialise in one of the modalities and possess a deeper knowledge of the details and procedures of that modality."
hazardous freight regulations,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,hazardous freight regulations,"Know the most widely applied regulatory schemes for the transportation of dangerous materials. Know specific regulatory frameworks such as IATA Dangerous Goods Regulations (DGR) for air transport, or International Maritime Dangerous Goods Code (""IMDG Code"") for transportation of hazardous materials by sea."
implement strategic planning,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,implement strategic planning,Take action on the goals and procedures defined at a strategic level in order to mobilise resources and pursue the established strategies.
manage financial risk,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,manage financial risk,"Predict and manage financial risks, and identify procedures to avoid or minimise their impact."
manage freight payment methods,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,manage freight payment methods,"Manage freight payment methods in accordance with the procedure that must be followed wherein payment is made around the time the freight is due to arrive, clear customs, and be released."
minimise shipping cost,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,minimise shipping cost,Ensure the safe and cost-efficient delivery of shipments.
perform risk analysis,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,perform risk analysis,Identify and assess factors that may jeopardise the success of a project or threaten the organisation's functioning. Implement procedures to avoid or minimise their impact.
supply chain management,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,supply chain management,"The flow of goods in the supply chain, movement and storage of raw materials, work-in-process inventory, and finished goods from point of origin to point of consumption."
track shipments,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,track shipments,Track and trace all shipment movements on a daily basis by utilising information from tracking systems and proactively notifying customers about the location of their shipments.
track shipping sites,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,track shipping sites,Track the different shipping sites where packages arrive in order to maintain an efficient distribution system and on-time tracking systems for customers.
analyse supply chain strategies,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,analyse supply chain strategies,"Examine an organisation's planning details of production, their expected output units, quality, quantity, cost, time available and labour requirements. Provide suggestions in order to improve products, service quality and reduce costs."
analyse supply chain trends,5-13-32,5,13,32,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,freight | supply | chain | perform | carry,analyse supply chain trends,"Analyse and make predictions about trends and evolutions in supply chain operations in relation to technology, efficiency systems, types of products shipped, and logistical requirements for shipments, in order to remain at the forefront of supply chain methodologies."
build business relationships,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,build business relationships,"Establish a positive, long-term relationship between organisations and interested third parties such as suppliers, distributors, shareholders and other stakeholders in order to inform them of the organisation and its objectives."
perform market research,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,perform market research,"Gather, assess and represent data about target market and customers in order to facilitate strategic development and feasibility studies. Identify market trends."
assess supplier risks,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,assess supplier risks,"Evaluate supplier performance in order to assess which suppliers do or may not perform adequately, stick to the agreed contracts, meet the standard requirements and desired quality at all times or who may pose future risks."
identify new business opportunities,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,identify new business opportunities,Pursue potential customers or products in order to generate additional sales and ensure growth.
identify suppliers,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,identify suppliers,"Determine potential suppliers for further negotiation. Take into consideration aspects such as product quality, sustainability, local sourcing, seasonality and coverage of the area. Evaluate the likelihood of obtaining beneficial contracts and agreements with them."
initiate contact with buyers,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,initiate contact with buyers,Identify buyers of commodities and establish contact.
initiate contact with sellers,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,initiate contact with sellers,Identify sellers of commodities and establish contact.
negotiate sale of commodities,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,negotiate sale of commodities,Discuss client's requirements for buying and selling commodities and negotiate their sale and purchase in order to obtain the most beneficial agreement.
sales strategies,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,sales strategies,The principles concerning customer behaviour and target markets with the aim of promotion and sales of a product or a service.
show entrepreneurial spirit,5-13-39,5,13,39,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,business | supplier | identify | initiate | contact,show entrepreneurial spirit,demonstrate a proactive attitude and determination to achieve success in business
industrial tools,5-13-62,5,13,62,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,type | industrial | tool | machinery | product,industrial tools,"The tools and equipment used for industrial purposes, both power and hand tools, and their various uses."
machinery products,5-13-62,5,13,62,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,type | industrial | tool | machinery | product,machinery products,"The offered machinery products their functionalities, properties and legal and regulatory requirements."
types of aircraft,5-13-62,5,13,62,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,type | industrial | tool | machinery | product,types of aircraft,"The various types of aircraft, their functionalities, properties and legal and regulatory requirements."
types of maritime vessels,5-13-62,5,13,62,regulation | export | business | financial | strategy,regulation | export | business | financial | strategy,type | industrial | tool | machinery | product,types of maritime vessels,"Know a large variety of maritime vessels and their characteristics and specifications. Use that knowledge to ensure that all security, technical, and maintenance measures are taken into account in their supply."
accept feedback on artistic performance,6-7-2,6,7,2,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,accept feedback on artistic performance,"Accept feedback, proposed discussions and avenues of exploration about the precision of movements, rhythm, musicality, precision of the performance, interaction with peers and stage elements, areas requiring improvement. Take feedback into account to develop the potential as performer. Note the choreographers/repetiteur/dance master instructions, the instructions of other collaborators (dramaturge, performers/dancers peers, musicians, etc.) assuring being in the same page with direction team."
interact with an audience,6-7-2,6,7,2,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,interact with an audience,Convey the artistic values of the art form(s). Respond to the reactions of your audience and involve them.
memorise lines,6-7-2,6,7,2,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,memorise lines,"Memorise your role in a performance or broadcast, whether it is text, movement, or music."
perform live,6-7-2,6,7,2,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,accept | feedback | artistic | performance | interact,perform live,Perform in front of live audiences.
accept own accountability,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,accept own accountability,Accept accountability for one`s own professional activities and recognise the limits of one`s own scope of practice and competencies.
address problems critically,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,address problems critically,"Identify the strengths and weaknesses of various abstract, rational concepts, such as issues, opinions, and approaches related to a specific problematic situation in order to formulate solutions and alternative methods of tackling the situation."
adhere to organisational guidelines,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,adhere to organisational guidelines,Adhere to organisational or department specific standards and guidelines. Understand the motives of the organisation and the common agreements and act accordingly.
adolescent psychological development,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,adolescent psychological development,"Understand the developments and the development needs of children and young persons, observing the behaviour and the attachment relationships in order to detect developmental delay."
advocate for social service users,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,advocate for social service users,"Speak for and on behalf of service users, using communicative skills and knowledge of relevant fields to assist those less advantaged."
apply anti-oppressive practices,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,apply anti-oppressive practices,"Identify oppression in societies, economies, cultures, and groups, acting as a professional in an non-oppressive way, enabling service users to take action to improve their lives and enabling citizens to change their environment in accordance with their own interests."
apply case management,7-8-6,7,8,6,social | service | user | work | apply,social | service | user | work | apply,social | service | user | work | apply,apply case management,"Assess, plan, facilitate, coordinate, and advocate for options and services on behalf of a person."
